instance_date,area_name_en,project_en,property_type_en,rooms_en,reg_type_en,procedure_area,actual_worth,transaction_number
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,1861332,102-73653-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,109.42,2298132,102-73656-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.91,1838292,102-73660-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,2021652,102-73664-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,109.42,2301972,102-73671-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.42,2512212,102-73674-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1250772,102-73686-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1592532,102-73695-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,1846932,102-73700-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,109.42,2279892,102-73705-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1590612,102-73722-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.88,3072852,102-73744-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,2017812,102-73752-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1209492,102-73757-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1209492,102-73765-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1230612,102-73770-2026
2026-08-21,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.78,3414888,102-73823-2026
2026-08-21,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4897888,102-73824-2026
2026-08-21,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4517888,102-73825-2026
2026-08-21,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4403030,102-73826-2026
2026-08-21,DUBAI CREEK HARBOUR,Montiva,Apartment,2 B/R,Off-Plan,131.09,2864888,102-73828-2026
2026-08-21,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,3803888,102-73830-2026
2026-08-21,DUBAI CREEK HARBOUR,Silva,Apartment,2 B/R,Off-Plan,107.25,2875888,102-73831-2026
2026-08-21,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.78,4465888,102-73832-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.71,3212052,102-73837-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.42,2488212,102-73838-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,1998612,102-73839-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1438932,102-73841-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.77,1533972,102-73844-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.91,1817172,102-73847-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1222932,102-73851-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1221012,102-73854-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.71,3181332,102-73858-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1510932,102-73861-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1508052,102-73862-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1245972,102-73863-2026
2026-08-21,EMAAR SOUTH,Golf Point,Apartment,1 B/R,Off-Plan,63.1,1100000,102-73866-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1219092,102-73869-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1219092,102-73873-2026
2026-08-21,EMAAR SOUTH,Golf Point,Apartment,2 B/R,Off-Plan,98.81,1300000,102-73874-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1221012,102-73878-2026
2026-08-21,EMAAR SOUTH,Golf Point,Apartment,1 B/R,Off-Plan,63.1,1020000,102-73879-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1420692,102-73884-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.77,1469652,102-73889-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,109.42,2169492,102-73900-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,1840212,102-73902-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.91,1813332,102-73905-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,1971732,102-73909-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.42,2391252,102-73915-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.88,2913492,102-73919-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.71,3057492,102-73971-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1589652,102-73973-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.88,3067092,102-73978-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,1843092,102-73980-2026
2026-08-21,DUBAI CREEK HARBOUR,Creek Waters,Apartment,1 B/R,Off-Plan,71.25,1785888,102-73984-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1586772,102-73988-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,109.42,2276052,102-73991-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1221012,102-74000-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1247892,102-74012-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1232532,102-74021-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.77,1548372,102-74041-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1607892,102-74046-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.88,3102612,102-74051-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.71,3217812,102-74054-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.88,3090132,102-74062-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.71,3205332,102-74065-2026
2026-08-21,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,255.33,4869972,102-74073-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,69.96,1277888,102-74217-2026
2026-08-24,EMAAR SOUTH,Golf Point,Apartment,2 B/R,Off-Plan,91.57,1585000,102-74221-2026
2026-08-24,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,92.29,1954888,102-74228-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,101.81,2346888,102-74231-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,70.18,1275888,102-74236-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,67.08,1294888,102-74251-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,102.37,2114888,102-74254-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1250888,102-74265-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1245888,102-74269-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,101.81,2337888,102-74299-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.79,1258888,102-74308-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,102.15,2319888,102-74411-2026
2026-08-24,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,101.81,2328888,102-74448-2026
2026-08-24,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3463888,102-74525-2026
2026-08-24,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.19,4607888,102-74526-2026
2026-08-24,DUBAI CREEK HARBOUR,Address Residences l Dubai Creek Harbour,Apartment,2 B/R,Off-Plan,103.2,3611888,102-74529-2026
2026-08-25,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,109.3,1741715,102-74637-2026
2026-08-25,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3403888,102-74763-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.82,3063888,102-74767-2026
2026-08-25,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.78,4439290,102-74768-2026
2026-08-25,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1801888,102-74769-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.27,2093888,102-74773-2026
2026-08-25,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3428888,102-74775-2026
2026-08-25,DUBAI CREEK HARBOUR,ARLO,Apartment,1 B/R,Off-Plan,65.88,2041888,102-74779-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,75.89,2150292,102-74781-2026
2026-08-25,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,5667888,102-74782-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2001888,102-74783-2026
2026-08-25,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,5550888,102-74785-2026
2026-08-25,DUBAI CREEK HARBOUR,Altan,Apartment,2 B/R,Off-Plan,133.34,3116052,102-74789-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.82,3141888,102-74818-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2074888,102-74821-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2134888,102-74823-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3204888,102-74834-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3417888,102-74872-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3113350,102-74874-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2173888,102-74877-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.67,2109888,102-74879-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3147888,102-74902-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,75.89,2231888,102-74907-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2285888,102-74909-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,77.06,2117888,102-74914-2026
2026-08-25,DUBAI CREEK HARBOUR,Valia,Apartment,3 B/R,Off-Plan,155.32,4496888,102-74916-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,1994888,102-74990-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3068270,102-74992-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3380888,102-74998-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3344630,102-75001-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2062888,102-75002-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2047888,102-75018-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2285888,102-75019-2026
2026-08-26,DUBAI CREEK HARBOUR,Creek Waters 2,Apartment,2 B/R,Off-Plan,113.04,2350000,102-75022-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2006930,102-75023-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.82,3314888,102-75024-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2273888,102-75033-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3187888,102-75039-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2074888,102-75052-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.82,3333888,102-75054-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3386888,102-75067-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2227888,102-75075-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.82,3258888,102-75094-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,3 B/R,Off-Plan,157.42,4293888,102-75103-2026
2026-08-26,DUBAI CREEK HARBOUR,Creek Waters 2,Apartment,1 B/R,Off-Plan,70.3,1827888,102-75105-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,75.89,2214888,102-75106-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.82,3369888,102-75110-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3430888,102-75113-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2239888,102-75117-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.27,2131888,102-75119-2026
2026-08-27,EMAAR SOUTH,Golf Point,Apartment,1 B/R,Off-Plan,63.11,897000,102-75121-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3107888,102-75125-2026
2026-08-26,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.69,2033888,102-75145-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2273888,102-75153-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3460888,102-75167-2026
2026-08-26,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.28,2243888,102-75168-2026
2026-08-27,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.96,1983888,102-75236-2026
2026-08-27,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3403888,102-75240-2026
2026-08-27,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,5806888,102-75292-2026
2026-08-27,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,3896888,102-75294-2026
2026-08-27,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4534888,102-75297-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.27,2256830,102-75299-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.27,2127888,102-75301-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.27,2373888,102-75311-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3525888,102-75313-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,3 B/R,Off-Plan,155.32,4552888,102-75317-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3467888,102-75320-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,3 B/R,Off-Plan,155.32,4504888,102-75324-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.82,3261330,102-75325-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,3 B/R,Off-Plan,155.32,4438310,102-75326-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,3 B/R,Off-Plan,155.32,4560888,102-75332-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,76.27,2377888,102-75336-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3531888,102-75337-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.82,3283870,102-75341-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.82,3224090,102-75346-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,3 B/R,Off-Plan,155.32,4480888,102-75352-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,75.89,2024888,102-75355-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,1 B/R,Off-Plan,75.89,2135888,102-75356-2026
2026-08-27,DUBAI CREEK HARBOUR,Valia,Apartment,2 B/R,Off-Plan,116.37,3468888,102-75360-2026
2026-08-31,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,109.17,1833888,102-75621-2026
2026-08-31,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1258888,102-75630-2026
2026-08-31,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,67.08,1284888,102-75649-2026
2026-08-31,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.79,1251888,102-75731-2026
2026-08-14,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,91.46,2250000,11-22036-2026
2026-08-10,DUBAI CREEK HARBOUR,CREEK HORIZON,Apartment,3 B/R,Ready,151.07,3700000,11-23812-2026
2026-08-03,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,1 B/R,Ready,108.41,2040000,11-23899-2026
2026-08-03,DUBAI CREEK HARBOUR,The Grand,Apartment,1 B/R,Ready,74.54,1850000,11-23904-2026
2026-08-03,DUBAI CREEK HARBOUR,Creek Beach - Lotus,Apartment,1 B/R,Ready,70.4,1780000,11-23908-2026
2026-08-03,DUBAI CREEK HARBOUR,Creek Beach - Bayshore,Apartment,1 B/R,Ready,63.49,1500000,11-23915-2026
2026-08-03,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,120.1,2970000,11-23942-2026
2026-08-03,DUBAI CREEK HARBOUR,The Cove,Apartment,2 B/R,Ready,124.36,2750000,11-23978-2026
2026-08-05,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,2 B/R,Ready,102.88,2550000,11-24035-2026
2026-08-04,DUBAI CREEK HARBOUR,17 ICON BAY,Apartment,1 B/R,Ready,68.98,1670000,11-24051-2026
2026-08-04,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,2 B/R,Ready,102.88,2600000,11-24078-2026
2026-08-04,EMAAR SOUTH,Parkside 3,Villa,3 B/R,Ready,144.33,2130000,11-24097-2026
2026-08-05,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,121.39,3050000,11-24213-2026
2026-08-05,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,1 B/R,Ready,64.81,1560000,11-24253-2026
2026-08-05,DUBAI CREEK HARBOUR,Island Park II,Apartment,2 B/R,Ready,101.69,2400000,11-24269-2026
2026-08-05,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,1 B/R,Ready,59.63,1720000,11-24287-2026
2026-08-06,DUBAI CREEK HARBOUR,CREEKSIDE 18,Apartment,1 B/R,Ready,62.57,1537000,11-24335-2026
2026-08-07,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,2 B/R,Ready,105.38,2300000,11-24485-2026
2026-08-07,DUBAI CREEK HARBOUR,Creek Palace,Apartment,3 B/R,Ready,154.57,3400000,11-24584-2026
2026-08-10,DUBAI CREEK HARBOUR,Creek Beach - Bayshore,Apartment,1 B/R,Ready,64.12,1450000,11-24701-2026
2026-08-10,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,93.33,2250000,11-24705-2026
2026-08-10,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,1 B/R,Ready,91.13,2025000,11-24733-2026
2026-08-10,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,1 B/R,Ready,76.81,1750000,11-24739-2026
2026-08-10,EMAAR SOUTH,Parkside,Villa,3 B/R,Ready,128.58,2125000,11-24764-2026
2026-08-10,DUBAI CREEK HARBOUR,CREEKSIDE 18,Apartment,3 B/R,Ready,150.01,3650000,11-24765-2026
2026-08-11,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,95.57,2360000,11-24815-2026
2026-08-11,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,1 B/R,Ready,91.14,1875000,11-24849-2026
2026-08-12,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,3 B/R,Ready,154.51,4150000,11-24973-2026
2026-08-12,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,2 B/R,Ready,127.11,2950000,11-24988-2026
2026-08-12,DUBAI CREEK HARBOUR,Island Park II,Apartment,3 B/R,Ready,150.52,3480000,11-25043-2026
2026-08-13,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,2 B/R,Ready,100.99,2300000,11-25188-2026
2026-08-14,EMAAR SOUTH,URBANA III,Apartment,3 B/R,Ready,199.99,2250000,11-25258-2026
2026-08-14,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,94.88,2275000,11-25367-2026
2026-08-17,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,2 B/R,Ready,103.01,2590000,11-25395-2026
2026-08-18,DUBAI CREEK HARBOUR,Creek Beach - Summer,Apartment,2 B/R,Ready,123.99,2400000,11-25529-2026
2026-08-18,EMAAR SOUTH,URBANA II,Apartment,2 B/R,Ready,112.81,1315000,11-25558-2026
2026-08-19,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,1 B/R,Ready,108.73,2100000,11-25685-2026
2026-08-19,DUBAI CREEK HARBOUR,CREEK EDGE,Apartment,2 B/R,Ready,100.26,2700000,11-25692-2026
2026-08-19,EMAAR SOUTH,Greenview 3,Villa,3 B/R,Ready,137.77,2500000,11-25710-2026
2026-08-20,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,95.03,2420000,11-25777-2026
2026-08-21,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,4 B/R,Ready,325.53,6200000,11-25902-2026
2026-08-21,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,1 B/R,Ready,61.89,1600000,11-25963-2026
2026-08-24,DUBAI CREEK HARBOUR,Creek Beach - Grove,Apartment,2 B/R,Ready,101.02,2000000,11-26055-2026
2026-08-24,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,97.22,2350000,11-26103-2026
2026-08-25,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,3 B/R,Ready,158.61,2750000,11-26157-2026
2026-08-26,DUBAI CREEK HARBOUR,The Cove,Apartment,1 B/R,Ready,71.51,1700000,11-26162-2026
2026-08-24,EMAAR SOUTH,URBANA II,Apartment,2 B/R,Ready,151.93,1815000,11-26167-2026
2026-08-27,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,2 B/R,Ready,106.71,2550000,11-26228-2026
2026-08-25,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,2 B/R,Ready,191.97,4500000,11-26232-2026
2026-08-25,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,1 B/R,Ready,72.5,1400000,11-26257-2026
2026-08-25,EMAAR SOUTH,Parkside,Villa,4 B/R,Ready,248.11,2800000,11-26291-2026
2026-08-25,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,95.03,2310000,11-26304-2026
2026-08-26,EMAAR SOUTH,Parkside 2,Villa,4 B/R,Ready,332.95,2920000,11-26429-2026
2026-08-26,DUBAI CREEK HARBOUR,CREEK HORIZON,Apartment,2 B/R,Ready,112.75,2700000,11-26438-2026
2026-08-26,EMAAR SOUTH,Parkside 2,Villa,3 B/R,Ready,137.76,2150000,11-26455-2026
2026-08-27,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,2 B/R,Ready,100.5,2310000,11-26491-2026
2026-08-27,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,1 B/R,Ready,63.52,1430000,11-26502-2026
2026-08-27,DUBAI CREEK HARBOUR,CREEK HORIZON,Apartment,1 B/R,Ready,71.39,1670000,11-26531-2026
2026-08-27,DUBAI CREEK HARBOUR,The Cove ll,Apartment,1 B/R,Ready,68.16,1650000,11-26535-2026
2026-08-27,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,2 B/R,Ready,263.63,3500000,11-26539-2026
